Level|Name|School|Casting Time|Range|Area or Targets|Effect|Save or Attack|Duration|Conc|Ritual|Mats|Cost|Source|Page|Arcane Trickster|Bard|Cleric|Druid|Eldritch Knight|Paladin|Ranger|Sorcerer|Warlock|Wizard
1|Identify|Divin|1 Min|Touch|1 object|Learn properties, charges, use of a magic item, or spells affecting a creature or object.||Instant||YES|VSF|100|PHB|252|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
1|Illusory Script|Illus|1 min|Touch|writing material|You write on the paper, and you and any creatures you designate see the writing normally; everyone else sees it as an unintelligible script.  If dispelled, the original script disappears.  Truesight allows a target to read the writing normally.||10 days||YES|SM*|10gp|PHB|252|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE
1|Inflict Wounds|Necro|Act|Touch|1 creature|Deals 3d10 necrotic damage.  Overpower: +1d10 damage / lvl|Attack|Instant|||VS||PHB|253|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
1|Jump|Trans|Act|Touch|1 creature|Touched creature's jump distance is tripled||1 Min|||VS||PHB|254|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE
1|Longstrider|Trans|Act|Touch|1 creature|Target's speed increases by 10' .  Overpower: +1 creature / lvl||1 Hr|||VSM||PHB|256|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE
1|Mage Armor|Abjur|Act|Touch|1 unarmored creature|AC becomes 13+Dex. Ends if armor is worn.||8 Hrs|||VSM||PHB|256|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Magic Missile|Evoc|Act|120'|3 force darts|Each dart deals 1d4+1 force damage. Overpower: +1 dart / lvl||Instant|||VS||PHB|257|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Protection from Evil/Good|Abjur|Act|Touch|1 willing creature|Aberrations, celestials, elementals, fey, fiends, undead have attack disadvantage vs target.  Target can't be charmed, frightened, or possessed by them, and gains advantage on new saving throws if already affected.||≤10 Min|YES||VSM*|25gp|PHB|270|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE
1|Purify Food/Drink|Abjur|Act|5'|nonmagic food/drink|Renders food and drink free of poison and disease||Instant||YES|VS||PHB|270|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
1|Ray of Sickness|Necro|Act|60'|1 creature|Ranged spell attack:  2d8 poison damage & save or be poisoned until end of your next turn.  Overpower:  +1d8 / lvl|Con|Instant|||VS||PHB|271|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Sanctuary|Abjur|Bonus|30'|1 creature|Creatures attacking target must make save or choose new target. Ends if creature makes attack or casts a spell that affects enemy.|Wis|1 Min|||VSM||PHB|272|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
1|Searing Smite|Evoc|Bonus|Self|Self|"On next melee hit, the attack deals an extra 1d6 fire and ignites target.  At the start of each of its turns until the spell ends, target makes a ave or takes 1d6 fire damage.  On a successful save, the spell ends.  The target or another creature may use an action to put out the flames.
Overpower: +1d6 dmg on initial hit"|Con|≤1 Min|YES||V||PHB|274|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
1|Shield|Abjur|React|Self|Shield of force|Until start of next turn, gain +5 bonus to AC, including against triggering attack. Immune to magic missile.||1 Round|||VS||PHB|275|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Shield of Faith|Abjur|Bonus|60'|1 creature|gain +2 bonus to AC for duration||≤10 Min|YES||VSM||PHB|275|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
1|Silent Image|Illus|Act|60'|≤15' cube|Create a silent image of an object, creature, or phenom.  Action to move, may make movement seem natural.||≤10 Min|YES||VSM||PHB|276|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Sleep|Ench|Act|90'|Creatures in 20' rad|Affects 5d8 HP in ascending order of current HP.  Creatures fall unconscious.||1 Min|||VSM||PHB|276|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Snare|Abjur|1 Min|Touch|5ft rad circle|Use rope to make circle on ground. Rope becomes invisible trap (Investigation check vs spell DC to spot). Triggers on Large or smaller creature .  DEX save or be magically hoisted into air, hanging 3ft from ground until spell ends.  Restrained creature makes DEX save at end of its turn to break free, or have ally help (Arcana vs DC) to end it.|Varies|8 Hrs|||SM*|25ft rope|XGTE|165|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE
1|Speak with Animals|Divin|Act|Self|Self|Comprehend and communicate with Beasts. Limited by intelligence. Does not charm.||10 Min||YES|VS||PHB|277|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
1|Tasha's Hideous Laughter|Ench|Act|30'|1 creature|Creature falls prone laughing (incapacitated).  Wis save negates.  Int <5 is immune.  At end of turn and each time it takes damage, gets another save to shake.  Advantage to save if damaged.|Wis|≤1 Min|YES||VSM||PHB|280|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
1|Tenser's Floating Disk|Evoc|Act|30'|disk of force|You create a hovering 3' disk of force.  It can carry 500lb of weight and follows you (20')||1 Hr||YES|VSM||PHB|282|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
1|Thunderous Smite|Evoc|Bonus|Self|Self|On next melee hit, you deal an extra 2d6 thunder damage.  Target must succeed on Str save or be pushed 10' away and knocked prone.  Makes an audible noise up w/in 300' of you.|Str|≤1 Min|YES||V||PHB|282|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
1|Thunderwave|Evoc|Act|Self|15' cube from you|Creatures in area that fail a save take 2d8 thunder and pushed 10' away from you.  Half damage on save and are not pushed.|Con|Instant|||VS||PHB|282|FALSE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
1|Unseen Servant|Conj|Act|60'||Creates invisible, mindless, shapeless force (AC 10, 1 HP, Str 2, no attacks).  Bonus action: command it to move 15' and interact with objects.  Dispells if moves out of range.||1 Hr||YES|VSM||PHB|284|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE
1|Witch Bolt|Evoc|Act|30'|1 creature|Ranged spell attack.  Hit deals 1d12 lightning damage and on each of your turns, use action to deal 1d12 damage automatically. Ends if you use action for something else, exceed range, or target has total cover.  Overpower: +1d12 initial damage / lvl|Attack|≤1 Min|YES||VSM||PHB|289|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE
1|Wrathful Smite|Evoc|Bonus|Self|Self|On next melee hit, you deal an extra 1d6 psychic damage.  If the target is a creature, it must make a Wis save or be frightened of you until the spell ends.  As an action, creature can make a Wis check against your spell save DC to end the spell.|Wis|≤1 Min|YES||V||PHB|289|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
1|Zephyr Strike|Trans|Bonus|Self||Your movement doesn't provoke Opp attacks. Once before spell ends, give yourself advantage on one weapon attack roll on your turn with +1d8 force damage and +30ft move until end of turn.||≤1 Min|YES||V||XGTE|171|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Aganazzar's Scorcher|Evoc|Act|30' x 5'|Line|A line flame emanates from you in a direction you choose. Deals 3d8 fire to creatures in 30ft line, DEX save for 1/2 damage. Overpower: +1d8 dmg / lvl above 2nd.|Dex|Instant|||VSM||EE|15|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Aid|Abjur|Act|30'|≤3 creatures|Gain 5 max and current hp. Over power: +5 hp / slot level.||8 Hrs|||VSM||PHB|211|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
2|Alter Self|Trans|Act|Self||You assume a new form: Aquatic Adaptation--breath water, swim speed is walking speed. Changed appearance--change features up to looking like different race of same size. Natural Weapons--Choose claws, fangs, etc. Unarmed strike deals d6 dam. and you are proficient. Weapon is +1 and magic.||≤1 Hr|YES||VS||PHB|211|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Animal Messenger|Ench|Act|30'|1 tiny beast|Target beast travels for spell duration toward a specified location and creature you describe. 50 miles per 24 hours for a flying messenger, or 25 miles for other animals. If it makes it to the described, it delivers a message up to 25 words in your voice. Overpower: +48 hr duration / slot level.||24 Hrs||YES|VSM||PHB|212|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Arcane Lock|Abjur|Act|Touch|1 lockable object|Object is locked to everyone but creatures you specify.  May specify spoken p/w, which supresses lock for 1 min. Increases open DC by 10.||(Dispel)|||VSM*|25gp|PHB|215|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Augury|Divin|1 Min|Self|Divination instruments|Portents Weal/Woe of action in next 30 mins||Instant||YES|VSM|25gp|PHB|215|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Barkskin|Trans|Act|Touch|1 creature|Target's skin turns barklike.  AC can't be less than 16.||≤1 Hr|YES||VSM||PHB|217|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Beast Sense|Divin|Act|Touch|1 beast|Touch willing beast. See through beast's eyes and ears, including special senses.||≤1 Hr|YES|YES|S||PHB|217|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Blindness/Deafness|Necro|Act|30'|1 creature|Visible target is blinded or deafened.  Target makes a Con save at the end of each turn to end the spell. Overpower: 1 add'l creature / slot level > 2nd level.|Con|1 min|||V||PHB|219|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Blur|Illus|Act|Self|Self|Creatures have disadvantage on attack rolls against you. Attacker immune if doesn't rely on sight, as with blindsight, or can see through illusions, as with truesight.||≤1 Min|YES||V||PHB|219|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Branding Smite|Evoc|Bonus|Self||On next melee hit, you deal an extra 2d6 radiant to the target, which stop being invisible and sheds dim light in a 5' rad, and can't become invisible until the spell ends. Overpower: +1d6 dam / slot level > 2nd||≤1 Min|YES||V||PHB|219|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
2|Calm Emotions|Ench|Act|60'|20' rad|Each humanoid in area; can suppress charm or fright, or make a target indifferent from being hostile unless it or its friends are harmed.|Cha|≤1 Min|YES||VS||PHB|221|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Cloud of Daggers|Conj|Act|60'|5' cube|Creatures take 4d4 slashing damage when entering the area or starting its turn there. Overpower: +2d4 damage / slot level > 2nd.||≤1 Min|YES||VSM||PHB|222|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Continual Flame|Evoc|Act|Touch|1 object|You create a flame as bright as a torch on a target object.  It creates no heat and uses no oxygen.||Until dispelled|||VSM*|50gp|PHB|227|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Cordon of Arrows|Trans|Acti|5'|4 arrows or bolts|Plant arrows or bolts into ground. When another creature approaches within 40' for first time on turn (or ends turn there), 1 ammo shoots it.  Dex save or take 1d6 piercing (destroys ammo). Can specify creatures to ignore. Overpower: +2 ammo|Dex|8 Hrs|||VSM*|arrows or bolts|PHB|228|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Crown of Madness|Ench|Act|120'|1 humanoid|Target is charmed by you; a twisted crown of jagged iron appears on its head.  Target must make a melee attack vs a creature other than itself that you choose before moving.  It can act normally if none are in range.  You must use your action to maintain control over the target or the spell ends.  The target gets a Wis save at the end of each turn to end the spell.|Wis|≤1 Min|YES||VS||PHB|229|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Darkness|Evoc|Act|60'|15' radius|Darkness radiates, blocks light and vision. Can be covered. Dispels lvl 2 or lower lights.||≤10 Min|YES||VM||PHB|230|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Darkvision|Trans|Act|Touch|1 creature|Willing creature gains darkvision of 60'||8 Hrs|||VSM||PHB|230|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE
2|Detect Thoughts|Divin|Act|Self|30'|You focus your mind on an intelligent creature that you can see.  You initially learn surface thoughts.  It gets a wis save to resist further probing; if it fails, you gain insight into reasoning, emotional state, and something that looms large in its mind.  Creature can use action on its turn to make an Int check vs your Int check; if it succeeds, the spell ends. You can also use this spell to detect the presence of thinking creatures you can't see.||≤1 Min|YES||VSM||PHB|231|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Dragon's Breath|Trans|Bonus|Touch|15' Cone|Target willing creature touched gains breath attack (action) in 15' cone for 3d6 damage (Type choice:  Acid, Cold, Fire, Lightning, Poison), DEX save for 1/2. Overpower:  +1d6 dmg per slot above 2nd|Dex|≤1 Min|Yes||VSM||XGTE|154|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Dust Devil|Conj|Act|60'||Elemental appears in space. Creature ending turn adjacent to devil takes 1d8 bludgeoning damage and is pushed 10' away (Str save for 1/2 and no push).  Bonus action: move devil 30'. Blows around sand, gravel, loose dirt into 10' radius cloud (heavily obscured).  Overpower: +1d8 dmg/lvl|Str|≤1 Min|YES||V||EE|17|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Earthbind|Trans|Act|300'|1 creature|Target's fly speed is 0 (Str save negates). Airborne creatures descend 60' per round (don't fall(|Str|≤1 Min|YES||||EE|17|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Enhance Ability|Trans|Act|Touch|1 creature|Target gans one of the following:  Bear's Endurance: Adv Con checks, +2d6 temp hp; Bull's Strength: Adv Str checks, x2 carrying capacity; Cat's Grace: Adv Dex checks, ignores 20' fall dmg; Eagle Splendor: Adv Cha checks; Fox's Cunning: Adv Int checks; Owl's Wisdom: Adv Wis checks. Overpower: +1 target||≤1 Hr|YES||VSM||PHB|237|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE
2|Enlarge/Reduce|Trans|Act|30'|Creature or object|Target grows/shrinks. Object cannot be carried. Unwilling target gets save, if saves, no effect. If target is creature, everything wearing/carrying also affected. Items revert to normal size when dropped. Enlarge: double all dimensions, 8X wgt., increase one size category. Adv. on Str checks and saves. Weapons +d4 dam. Reduce: halve all dimensions, 1/8X wgt., disadv. on Str checks and saves, Weapons -d4 (min. 1 damage)|Con|≤1 Min|YES||VSM||PHB|237|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Enthrall|Ench|Act|60'|creatures of  your choice|Targets have disadvantage on Perception checks made to perceive any creature other than you.  The spell ends if you stop speaking.  Creatures you are fighting have advantage on the save.|Wis|1 min|||VS||PHB|238|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE
2|Find Steed|Conj|10 min|30'||Summon a spirit steed that you choose the form.  It is celestial, fey, or fiend; intelligence becomes a 6 if lower, and understand one language you speak.||Instant|||VS||PHB|240|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
2|Find Traps|Divin|Act|120'|line of sight|You sense the presence of any trap in range, but not the location.||Instant|||VS||PHB|241|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Flame Blade|Evoc|Bonus|Self|conjured blade|Summon firey scimitar.  Grants melee spell attack for 3d6 fire damage.  Sheds light (bright 10', dim 20').  Overpower:  +1d6 damage at 4th, 6th, 8th level slots|Attack|≤10 Min|YES||VSM||PHB|242|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Flaming Sphere|Conj|Act|60'|5' diameter sphere|Creatures adjacent to sphere at end of their turn take 2d6 fire damage, save for 1/2. Move sphere 30' as bonus action. Creatures hit by sphere take damage (save for 1/2). Sheds light 20' rad. Ignites combustibles. Overpower: +1d6 damage / lvl|Dex|≤1 Min|YES||VSM||PHB|242|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Gentle Repose|Necro|Act|Touch|1 corpse|Target is protected from decay and can't become undead.||10 days||YES|VSM||PHB|245|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Gust of Wind|Evoc|Act|Self|60' line|60' line, 10' wide blasts from you for duration.  Creatures starting turn in area are pushed 15' (Str save negates). Movement against wind uses x2 movement.  Disperses gasses, extinguishes fires. Bonus action: change direction of line.||≤1 Min|YES||VSM||PHB|248|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Healing Spirit|Conj|Bonus|60'|Intangible spirit|Conjure intangible spirit in 5ft cube. When you or creature you can see enters space for 1st time on turn or starts turn there, you can cause spirit to heal 1d6 to that creature (no action). Can't heal constructs or undead. Bonus action: move spirit up to 30ft within sight.  Overpower:  +1d6 healing/lvl||≤1 Min|YES||VS||XGTE|157|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Heat Metal|Trans|Act|60'|manufactured metal object|Creatures in physical contact with object take 2d8 fire dmg; you may use a bonus action to cause this damage again.  If the creature is holding the object, it must make a Con save or drop it.  If it doesn't drop the object, it has disadvantage on attack rolls and checks until the start of your next turn. Overpower: +d8 dmg||≤1 Min|YES||VSM||PHB|250|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Hold Person|Ench|Act|60'|1 humanoid|Save or paralyzed.  Make another save at end of each turn.  Overpower: +1 target / lvl (targets within 30' of each other)|Wis|≤1 Min|YES||VSM||PHB|251|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Invisibility|Illus|Act|Touch|1 creature|Creature and possesions become invisible. Ends if target attacks or casts a spell.  Overpower:  +1 target / lvl||≤1 Hr|YES||VSM||PHB|254|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Knock|Trans|Act|60'|1 lockable object|Target becomes unlocked, unstuck, or onbarred.  Only 1 lock is affected.  Arcane locks suppressed for 10 min.  Loud knock sound audible within 300'.||Instant|||V||PHB|254|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Lesser Restoration|Abjur|Act|Touch|1 creature|Cures 1 disease or condition (blind, deaf, paralyzed, poison)||Instant|||VS||PHB|255|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE
2|Levitate|Trans|Act|60'|1 creature or object|Target up to 500lbs rises vertically ≤20'. Unwilling creature allowed save to negate.  Change target's altitude by 20' on your turn (Action) or target can use Move/|Con|≤10 Min|YES||VSM||PHB|255|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Locate Animals or Plants|Divin|Act|Self||You learn the direction and distance to the closest creature or plant of a specified kind w/in 5 miles, if any are present.||Instant||YES|VSM||PHB|256|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Locate Object|Divin|Act|Self|1000'|Sense the direction to a familiar object's location w/in range.  Can't locate through any lead.||≤10 Min|YES||VSM||PHB|256|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE
2|Magic Mouth|Illus|Bonus|30'|unattended object|Implant message on object (≤25 words), set visual/audio trigger. within 30' When triggered, mouth appears and speaks in your voice/volume.  Can dispel or reset itself.||Until dispelled||YES|VSM*|10gp|PHB|257|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Magic Weapon|Trans|Bonus|Touch|1 nonmagical weapon|Weapon becomes magical (+1).  Overpower:  4th (+2), 6th+ (+3)||≤1 Hr|YES||VS||PHB|257|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE
2|Maximilian’s Earthen Grasp|Trans|Act|30'|1 creature|Hand reaches out from empty 5-foot square of earth. Grabs at adjacent creature (STR save or restrained and take 2d6 bludgeoning damage). On its turn can use Action to make STR check against spell save DC to break out. You can use Action to crush creature for 2d6 bludgeoning dmg (STR save for 1/2).  You can spend action to move hand in range to attack another (releases current).|Str|≤1 Min|Yes||VSM||EE|20|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Melf's Acid Arrow|Conj|Act|90'|1 target|Ranged spell attack; hit deals 4d4 acid and 2d4 acid at end of its next turn.  On miss, splashes for 1/2 initial.  Overpower, +1d4 damage to initial and secondary / lvl|Attack|Instant|||VSM||PHB|259|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Mind Spike|Divin|Act|60'|1 creature|Target takes 3d8 psychic damage (WIS save for 1/2). On failed save, you know location of target until spell ends (same plane), and target cannot become invisible/hidden from you.  Overpower:  +1d8 dmg per spell slot above 2nd.|Wis|≤1 Hr|YES||S||XGTE|162|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Mirror Image|Illus|Act|Self|Self|Create 3 duplicates of yourself (AC 10+dex). Attacks may hit those instead.  Images destroyed if hit.||1 Min|||VS||PHB|260|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Misty Step|Conj|Bonus|Self|Self|teleport up to 30' to unnocupied space||Instant|||V||PHB|260|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Moonbeam|Evoc|Act|120'|5x40' cylinder|Cylinder provides dim light.  Creatures entering or starting turn in area take 2d10 radiant (Con save for 1/2).  Shapechanges revert to original form and have disadvantage on save.  Each turn, may use Action to move it 60'.  Overpower:  +1d10 / level|Con|≤1 Min|YES||VSM||PHB|261|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Nystul's Magic Aura|Illus|Act|Touch|Willing creature or unsecured object|Choose one or both: False Aura - create or hide magical aura, and change it to appear as school you choose.  Mask - change how target appears to spells/effects that detect creature types.  Spells/effects treat target as if it were that type/alignment||24 hours|||VSM||PHB|263|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Pass Without Trace|Abjur|Act|Self|Allies in 30'|Each creature you choose gets +10 to stealth checks and can't be tracked by non-magical means.  Affected creatures don't leave tracks.||≤1 Hr|YES||VSM||PHB|264|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Phantasmal Force|Illus|Act|60'|1 creature|"Create phantasm in mind of target no larger than 10' cube. No effect on undead or constructs. Target can use action for Int (Investigation) against your spell DC to disbelieve.
Target treats phantasm as real, suffers 1d6 psychic damage if w/in 5' of damaging phantasm."|Int|1 Min|YES||VSM||PHB|264|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Prayer Of Healing|Evoc|10 Min|30'|≤6 living creatures|Heals 2d8+spellcasting ability mod.  Overpower: +1d8 healing / lvl|Int|Instant|||V||PHB|267|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Protection from Poison|Abjur|Act|Touch|1 creature|You neutralize one poison that you know is present, or neutralize one at random.  Target has advantage on saves vs poison, and resistance to poison dmg.||1 Hr|||VS||PHB|270|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE
2|Pyrotechnics|Trans|Act|60'|Non-Magical Flame|Extinguish nearby nonmagical fire (5ft cube). Choose 1 effect:  Fireworks: The fire explodes. Blinds all creatures within 10ft (CON save negates).  Smoke: spreads in 20ft radius (heavy obscurement) that lasts for 1 Min or until strong wind disperses.|Con||||VS||EE|21|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Ray of Enfeeblement|Necro|Act|60'|1 creature|Ranged spell attack; on hit, creature deals 1/2 damage on STR weapon attacks.  Target saves at end of each turn to end (Con).|Attack|≤1 Min|YES||VS||PHB|271|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE
2|Rope Trick|Trans|Act|Touch|Rope|Rope enchanted to lead to extradimensional space, can hold up to 8 medium or smaller creatures. Rope can be pulled into space to disappear. Attacks can't cross in or out of the space. Those inside can see down. Everything falls down when spell ends.|-|1 Hr|||VSM||PHB|272|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Scorching Ray|Evoc|Act|120'|≤3 targets|Fire 3 rays; ranged spell attack each; 2d6 fire damage.  Overpower: +1 ray / lvl|Attack|Instant|||VS||PHB|273|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
2|See Invisibility|Divin|Act|Self||You see invisible things as if they were visible, and can see into the Ethereal Plane.  Ethereal creatures/objects appear ghostly.||1 hour|||VSM||PHB|274|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Shadow Blade|Illus|Bonus|Self||Create shadow blade in your hand (simple melee weapon, light, finesse, thrown 20/60, deals 2d8 psychic). When you attack target in dim light or darkness, you have advantage to hit. If drop weapon, it vanishes and can conjure it back with bonus action.  Overpower:  3-4th slot = 3d8, 5-6th slot = 4d8, 7+ slot = 5d8.|Attack|≤1 Min|YES||VS||XGTE|164|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Shatter|Evoc|Act|60'|10' rad sphere|Deals 3d8 thunder dmg (Con save for 1/2). Creatures made of inorganic material (stone, crystal, metal) have disadv.  Damages non-attended nonmagical objects.  Overpower: +1d8 dmg / lvl|Con|Instant|||VSM||PHB|275|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Silence|Illus|Act|120'|20' rad sphere|no sound can be created in or through area for duration.||≤10 Min|YES|YES|VS||PHB|275|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
